,state,year,c_ce_i,c_ce_i_r,total_current_assets,current_liabilities,noncurrent_liabilities,unrestricted_net_assets,restricted_net_assets,total_net_assets,total_assets,total_liabilities,total_taxes,total_revenue,total_expenses,noncurrent_liability,change_in_net_assets,population,uaal_pension_(risk-free),uaal_opeb,primary_gov_debt,personal_income,1.cash_ratio,2.quick_ratio,3.current_ratio,4.op_ratio,5._surplus_percap,6.net_asst_ratio,7.long_term_liab,8.lt_percapita,9.tax_income_ratio,10.rev_income_ratio,11.exp_income_ratio,12._pension_income_ratio,13._opeb_income_ratio,cashrank,lrrank,budgetrank,servicelvlrank,trustrank,overallrank,%_working_pop_age_(15-64),est_working_pop,person_income_per_capita
128,Nebraska,2008,3712805,4993813,5525509,1696882,249243,1255656,2379185,12101011,14047136,1946125,4421404682.0,7979933110.0,7616499443.0,249243032.0,376811594,1796378,7622997636.0,0.0,"56,124,861",80602025641.0,2.19,2.94,3.26,1.05,209.76,0.26,0.02,138.75,0.05,0.1,0.09,0.09,0.0,14,1,9,9,4,2,0.672,1207166.016,66769.62784959645
129,Nevada,2008,4831778,7160342,7997630,3076292,4233440,333700,2223836,6487938,13797670,7309732,4509535117.0,8094013378.0,8337490524.0,4233440357.0,-233665552,2653630,31527486444.0,1995369008.0,"4,197,587,514",114828811594.0,1.57,2.33,2.6,0.97,-88.06,0.19,0.31,1595.34,0.04,0.07,0.07,0.27,0.02,19,28,39,1,38,8,0.672,1783239.36,64393.38103999678
130,New Hampshire,2008,812477,1502332,1607179,757460,1213756,318390,703951,3241227,5212444,1971216,2268336678.0,5934286511.0,6046890747.0,1213755853.0,-112722408,1315906,9922966339.0,2754163880.0,"1,115,490,524",68017154961.0,1.07,1.98,2.12,0.98,-85.66,0.2,0.23,922.37,0.03,0.09,0.09,0.15,0.04,31,16,37,2,19,11,0.672,884288.832,76917.35154809689
131,New Jersey,2008,9543867,8173243,18141594,6577643,48000585,-29426954,7591073,-14178735,40399492,54578228,33936789298.0,56611928651.0,62081828317.0,48000584663.0,-5971571906,8711090,143000000000.0,72189520624.0,"37,760,469,342",508194422520.0,1.45,1.24,2.76,0.91,-685.51,-0.54,1.19,5510.28,0.07,0.11,0.12,0.28,0.14,28,49,50,23,44,46,0.672,5853852.48,86813.67086995672
132,New Mexico,2008,2810261,5383564,7787903,4122860,4101004,829212,10748037,20170007,28393871,8223864,6335522854.0,15896673356.0,16440809365.0,4101004459.0,-544136009,2010662,25817124444.0,3284604236.0,"7,092,827,202",74973059086.0,0.68,1.31,1.89,0.97,-270.63,0.41,0.14,2039.63,0.08,0.21,0.22,0.34,0.04,44,11,42,49,48,49,0.672,1351164.864,55487.72106465906
133,New York,2008,20791527,46924192,48278707,28657748,63385730,-24546265,1774805,47633222,145250836,92043478,70301003344.0,145000000000.0,146000000000.0,63385730212.0,-1705685619,19212436,154000000000.0,63404710145.0,"56,367,892,977",1034435267559.0,0.73,1.64,1.68,0.99,-88.78,-0.16,0.44,3299.2,0.07,0.14,0.14,0.15,0.06,40,44,31,35,22,38,0.672,12910756.992,80121.96869633405
134,North Carolina,2008,7190775,12120120,18122596,11394240,8966361,-1949280,2956381,35526961,55887562,20360601,24068147157.0,44240497213.0,43868956522.0,8966361204.0,375881828,9309449,43403319214.0,31194090301.0,"7,893,083,612",392405583055.0,0.63,1.06,1.59,1.01,40.38,0.02,0.16,963.15,0.06,0.11,0.11,0.11,0.08,47,25,24,21,11,29,0.672,6255949.728,62725.18164567323
135,North Dakota,2008,3871730,7365262,7494921,2420218,2486642,1920714,2342832,6434376,11274346,4906860,2012910814.0,5077827202.0,4489122631.0,2486641998.0,580537347,657569,3823034573.0,88405797.0,"2,012,444,816",30212503902.0,1.6,3.04,3.1,1.13,882.85,0.38,0.22,3781.57,0.07,0.17,0.15,0.13,0.0,16,17,3,39,2,16,0.672,441886.368,68371.65862061623
136,Ohio,2008,30310384,44639162,48638251,13999007,38637448,-1579773,3481991,26446219,79082673,52636455,26605480491.0,57629240803.0,56440104794.0,38637448161.0,1189136009,11515391,195000000000.0,26810597547.0,"18,509,827,202",470904683389.0,2.17,3.19,3.47,1.02,103.26,0.02,0.49,3355.29,0.06,0.12,0.12,0.41,0.06,11,40,16,22,49,28,0.672,7738342.752,60853.427985894414
137,Oklahoma,2008,5773480,6809543,8761804,3707146,2277768,3765647,3977409,15679683,21664598,5984914,9120675585.0,17328639911.0,16528982163.0,2277768116.0,799657748,3668976,38453725910.0,401114827.0,"2,276,562,988",158472179487.0,1.56,1.84,2.36,1.05,217.95,0.36,0.11,620.82,0.06,0.11,0.1,0.24,0.0,25,9,8,15,9,12,0.672,2465551.872,64274.526643177436
138,Oregon,2008,7910860,9650970,13142252,5709462,11821890,1796798,4601907,16835823,34367174,17531351,9273244147.0,21358082497.0,21623522854.0,11821889632.0,-180490524,3768748,53456644078.0,723745819.0,"10,999,088,071",156081082497.0,1.39,1.69,2.3,0.99,-47.89,0.19,0.34,3136.82,0.06,0.14,0.14,0.34,0.0,29,32,33,30,28,33,0.672,2532598.656,61628.826236335175
139,Pennsylvania,2008,19235052,23801697,26471863,14908525,13940215,-805643,8821029,32045247,60893988,28848740,29421404682.0,66824773690.0,65977832776.0,13940215162.0,846940914,12612285,101000000000.0,11100111483.0,"9,751,052,397",589580770346.0,1.29,1.6,1.78,1.01,67.15,0.13,0.23,1105.29,0.05,0.11,0.11,0.17,0.02,33,23,22,13,26,23,0.672,8475455.520000001,69563.31361243459
140,Rhode Island,2008,857013,1375445,1767076,975378,3060239,-1598161,698457,1061474,5097090,4035616,3144603122.0,8951199554.0,9173229654.0,3060238573.0,-222030100,1055003,15355537377.0,882011737.0,"3,043,767,001",49370647715.0,0.88,1.41,1.81,0.98,-210.45,-0.18,0.6,2900.69,0.06,0.18,0.19,0.31,0.02,39,45,41,44,41,50,0.672,708962.0160000001,69637.93066594981
141,South Carolina,2008,5709023,7655055,11133275,6335829,9445638,551417,5555788,19845087,35626554,15781467,10496680045.0,25671158305.0,25828405797.0,9445637681.0,-157247492,4528996,44421046016.0,10042695652.0,"9,089,906,355",165996247492.0,0.9,1.21,1.76,0.99,-34.72,0.17,0.27,2085.59,0.06,0.15,0.16,0.27,0.06,42,30,30,36,43,43,0.672,3043485.3120000004,54541.49781420072
142,South Dakota,2008,1783572,2527315,2677595,539055,577913,212020,1467455,5086378,6203346,1116968,1336950948.0,3392518395.0,3326698997.0,577913043.0,65819398,799124,4272088473.0,0.0,"552,986,622",36803556299.0,3.31,4.69,4.97,1.02,82.36,0.27,0.09,723.18,0.04,0.09,0.09,0.12,0.0,3,10,19,3,10,3,0.672,537011.328,68534.04086663885
143,Tennessee,2008,6165484,9641192,9767942,2709864,1981691,3145145,2612526,30056670,34748225,4691555,12668804905.0,26408827202.0,25872697882.0,1981691193.0,536395764,6247411,22785801514.0,2674105909.0,"1,593,564,103",246008406912.0,2.28,3.56,3.6,1.02,85.86,0.17,0.06,317.2,0.05,0.11,0.11,0.09,0.01,10,4,18,12,24,6,0.672,4198260.192,58597.70372993595
144,Texas,2008,39991669,51302298,63050010,39462268,36320433,23400135,62699166,159223518,235006219,75782700,46175285396.0,111000000000.0,108000000000.0,36320432553.0,2339045708,24309039,158000000000.0,31980215162.0,"33,847,268,673",1071393384615.0,1.01,1.3,1.6,1.02,96.22,0.37,0.15,1494.11,0.04,0.1,0.1,0.15,0.03,41,12,17,7,18,19,0.672,16335674.208,65586.11361692748
145,Utah,2008,4585612,9665359,9843186,1351435,4033004,2460686,4518823,18641932,24026371,5384439,6197560758.0,11292801561.0,10479179487.0,4033004459.0,813622074,2663029,19992406665.0,749052397.0,"3,966,555,184",100739081382.0,3.39,7.15,7.28,1.08,305.53,0.29,0.17,1514.44,0.06,0.11,0.1,0.2,0.01,2,14,6,16,20,5,0.672,1789555.4880000001,56292.79564535078
146,Vermont,2008,670263,1092234,1105325,470875,855340,-121641,319200,1587182,2913397,1326215,2692084727.0,4791638796.0,4850167224.0,855340405.0,-58416945,624151,3658569891.0,1799978818.0,"507,083,612",28421838350.0,1.42,2.32,2.35,0.99,-93.59,0.07,0.29,1370.41,0.09,0.17,0.17,0.13,0.06,21,33,35,45,16,36,0.672,419429.472,67763.09307611077
147,Virginia,2008,11884470,14896244,15164376,7204981,8686853,602475,2817784,20440715,36332548,15891834,19721570792.0,34223447046.0,33636319955.0,8686852843.0,587127090,7833496,53798466258.0,4108138239.0,"9,162,971,014",399156624303.0,1.65,2.07,2.1,1.02,74.95,0.09,0.24,1108.94,0.05,0.09,0.08,0.13,0.01,24,27,21,4,13,14,0.672,5264109.312,75826.0515968176
148,Washington,2008,16975630,23042308,27537196,12669592,42135012,-6317960,11070756,24317356,79121960,54804604,18962095875.0,41280936455.0,42448160535.0,42135012263.0,-1061315496,6562231,41472118458.0,8812275362.0,"17,079,152,731",327702721293.0,1.34,1.82,2.17,0.97,-161.73,0.06,0.53,6420.84,0.06,0.13,0.13,0.13,0.03,30,41,40,25,14,32,0.672,4409819.232,74312.05318236501
149,West Virginia,2008,4948550,6332084,6906968,1942264,6118664,81487,2230412,10386544,18447473,8060929,5250882943.0,12534249721.0,11265376812.0,6118664437.0,1148284281,1840310,14425832660.0,6809166109.0,"2,682,920,847",64159876254.0,2.55,3.26,3.56,1.11,623.96,0.13,0.33,3324.8,0.08,0.2,0.18,0.22,0.11,9,36,4,47,37,31,0.672,1236688.32,51880.393156781814
150,Wisconsin,2008,11252192,17838877,18524178,8251603,13010368,-8945259,4984740,14254982,35516953,21261971,15844370123.0,32030211817.0,31938684504.0,13010367893.0,114938685,5640996,55774403396.0,1641888517.0,"12,290,534",244463113712.0,1.36,2.16,2.24,1.0,20.38,-0.11,0.37,2306.4,0.06,0.13,0.13,0.23,0.01,26,43,27,29,25,34,0.672,3790749.3120000004,64489.3907750975
151,Wyoming,2008,3843377,1504955,6115947,6251818,987601,4257270,7827180,12611250,19850669,7239419,3511212244.0,5823222818.0,4535087343.0,987601058.0,1288135475,546043,6981779145.0,194159420.0,"57,236,950",29548919732.0,0.61,0.24,0.98,1.28,"2,359.04",0.61,0.05,1808.65,0.12,0.2,0.15,0.24,0.01,50,5,2,48,27,26,0.672,366940.896,80527.73635784657
152,Average,2008,9854538,13468931,15441911,7022700,14449707,-3009123,6170112,20106884,41707273,21472407,16432129462.0,33327582115.0,33570755236.0,14449706997.0,-235587601,6070275,52661105517.0,12328087404.0,11126710840,278000000000.0,1.78,2.45,2.76,1.02,238.16,0.12,0.31,2168.6,0.07,0.14,0.13,0.21,0.05,26,26,26,26,26,26,0.672,4079224.8000000003,68150.2034406145
